"가구구분코드","가구원수","세대구분코드","가구주_성별코드","가구주_연령","가구원2_성별코드","가구원2_연령","가구원3_성별코드","가구원3_연령","가구원4_성별코드","가구원4_연령","가구원5_성별코드","가구원5_연령","가구원6_성별코드","가구원6_연령","가구원7_성별코드","가구원7_연령","가구원8_성별코드","가구원8_연령","가구원9_성별코드","가구원9_연령","거처구분코드","소득구간코드","가계지출금액","가계지출_소비지출금액","가구일련번호"
2,1,1,1,26,,,,,,,,,,,,,,,,,4,2,2063298,1949435,01317
2,1,1,1,26,,,,,,,,,,,,,,,,,6,2,2204051,2172163,05359
2,1,1,1,27,,,,,,,,,,,,,,,,,1,1,1111151,1105345,09742
2,1,1,1,27,,,,,,,,,,,,,,,,,1,1,905616,883276,04905
2,1,1,1,27,,,,,,,,,,,,,,,,,1,2,1751524,1698932,01017
2,1,1,1,27,,,,,,,,,,,,,,,,,1,4,1751799,1489409,11560
2,1,1,1,27,,,,,,,,,,,,,,,,,2,2,3661219,3638879,04871
2,1,1,1,27,,,,,,,,,,,,,,,,,2,3,1127827,832122,10571
2,1,1,1,27,,,,,,,,,,,,,,,,,2,3,1817946,1597411,05899
2,1,1,1,27,,,,,,,,,,,,,,,,,2,5,2307466,2170849,09134
2,1,1,1,27,,,,,,,,,,,,,,,,,6,1,1121911,1114243,00835
2,1,1,1,27,,,,,,,,,,,,,,,,,6,1,1845221,1635891,00305
2,1,1,1,27,,,,,,,,,,,,,,,,,6,3,2072946,1934724,00718
2,1,1,1,28,,,,,,,,,,,,,,,,,1,1,2493863,2448860,05339
2,1,1,1,28,,,,,,,,,,,,,,,,,1,1,3003930,2896620,04830
2,1,1,1,28,,,,,,,,,,,,,,,,,1,2,1240512,1108179,02589
2,1,1,1,28,,,,,,,,,,,,,,,,,1,2,1843070,1835707,05198
2,1,1,1,28,,,,,,,,,,,,,,,,,1,3,2750178,1050174,04637
2,1,1,1,28,,,,,,,,,,,,,,,,,1,4,1220762,1190842,06005
2,1,1,1,28,,,,,,,,,,,,,,,,,1,4,2260028,1999168,06984
2,1,1,1,28,,,,,,,,,,,,,,,,,1,4,2931262,2563216,11644
2,1,1,1,28,,,,,,,,,,,,,,,,,2,1,987472,987472,00176
2,1,1,1,28,,,,,,,,,,,,,,,,,2,7,5254031,3167674,04935
2,1,1,1,28,,,,,,,,,,,,,,,,,4,1,2025911,1832543,01867
2,1,1,1,28,,,,,,,,,,,,,,,,,4,2,1138905,1062071,06360
2,1,1,1,28,,,,,,,,,,,,,,,,,4,6,2026220,1921794,00614
2,1,1,1,28,,,,,,,,,,,,,,,,,6,1,1338719,1311379,00717
2,1,1,1,28,,,,,,,,,,,,,,,,,6,2,1636503,1313157,00767
2,1,1,1,29,,,,,,,,,,,,,,,,,1,1,890014,767626,00256
2,1,1,1,29,,,,,,,,,,,,,,,,,1,2,1672360,1588860,00099
2,1,1,1,29,,,,,,,,,,,,,,,,,1,3,1724042,1678305,02612
2,1,1,1,29,,,,,,,,,,,,,,,,,1,5,1716084,1341761,09034
2,1,1,1,29,,,,,,,,,,,,,,,,,1,7,3268784,3044384,07807
2,1,1,1,29,,,,,,,,,,,,,,,,,2,1,1542862,1522108,11033
2,1,1,1,29,,,,,,,,,,,,,,,,,2,8,3524075,3517975,02496
2,1,1,1,29,,,,,,,,,,,,,,,,,3,1,910287,863037,00556
2,1,1,1,29,,,,,,,,,,,,,,,,,4,4,1199654,1136654,03651
2,1,1,1,29,,,,,,,,,,,,,,,,,4,6,4681323,3442083,04488
2,1,1,1,29,,,,,,,,,,,,,,,,,6,1,3901709,3702873,04085
2,1,1,1,30,,,,,,,,,,,,,,,,,1,2,3746664,3510824,04056
2,1,1,1,30,,,,,,,,,,,,,,,,,1,3,1078569,1062886,07704
2,1,1,1,30,,,,,,,,,,,,,,,,,2,1,1452585,1118817,13381
2,1,1,1,30,,,,,,,,,,,,,,,,,2,3,1889725,1280032,07998
2,1,1,1,30,,,,,,,,,,,,,,,,,4,7,6503892,5880987,00313
2,1,1,1,30,,,,,,,,,,,,,,,,,6,4,2481110,2301254,13252
2,1,1,1,30,,,,,,,,,,,,,,,,,6,8,2620444,2221763,03368
2,1,1,1,31,,,,,,,,,,,,,,,,,1,1,669603,569263,03137
2,1,1,1,31,,,,,,,,,,,,,,,,,1,2,1343526,1343526,00684
2,1,1,1,31,,,,,,,,,,,,,,,,,1,3,1790131,1342084,01725
2,1,1,1,31,,,,,,,,,,,,,,,,,1,3,1842468,1506388,09142
2,1,1,1,31,,,,,,,,,,,,,,,,,1,8,4613176,4194876,12112
2,1,1,1,31,,,,,,,,,,,,,,,,,2,1,1889132,1851792,04987
2,1,1,1,31,,,,,,,,,,,,,,,,,2,2,1512779,1341532,07069
2,1,1,1,31,,,,,,,,,,,,,,,,,2,2,2119392,1972562,09473
2,1,1,1,31,,,,,,,,,,,,,,,,,2,2,2329888,2140279,04977
2,1,1,1,31,,,,,,,,,,,,,,,,,2,3,1616000,1036000,01872
2,1,1,1,31,,,,,,,,,,,,,,,,,3,1,2439635,2417725,04469
2,1,1,1,31,,,,,,,,,,,,,,,,,6,1,1068712,914495,00306
2,1,1,1,31,,,,,,,,,,,,,,,,,6,5,2057360,1291625,00109
2,1,1,1,32,,,,,,,,,,,,,,,,,1,1,1380198,1278432,01220
2,1,1,1,32,,,,,,,,,,,,,,,,,1,3,1454133,1452466,06221
2,1,1,1,32,,,,,,,,,,,,,,,,,1,3,1737487,1356797,05955
2,1,1,1,32,,,,,,,,,,,,,,,,,2,1,1081122,1014292,02166
2,1,1,1,32,,,,,,,,,,,,,,,,,2,1,2295318,1988318,04063
2,1,1,1,32,,,,,,,,,,,,,,,,,2,1,607228,571183,11362
2,1,1,1,32,,,,,,,,,,,,,,,,,5,1,725027,666693,10965
2,1,1,1,33,,,,,,,,,,,,,,,,,1,1,1283309,1173982,06253
2,1,1,1,33,,,,,,,,,,,,,,,,,1,2,1767024,1397118,05559
2,1,1,1,33,,,,,,,,,,,,,,,,,1,3,2852035,1206427,09773
2,1,1,1,33,,,,,,,,,,,,,,,,,2,3,1417941,1025904,03848
2,1,1,1,33,,,,,,,,,,,,,,,,,2,4,1809215,1662921,05793
2,1,1,1,33,,,,,,,,,,,,,,,,,6,2,1677904,1486278,02018
2,1,1,1,33,,,,,,,,,,,,,,,,,6,2,2022402,2002819,03189
2,1,1,1,34,,,,,,,,,,,,,,,,,1,1,1173163,1154413,04495
2,1,1,1,34,,,,,,,,,,,,,,,,,1,1,1328850,1328850,04337
2,1,1,1,34,,,,,,,,,,,,,,,,,1,1,992547,940880,02947
2,1,1,1,34,,,,,,,,,,,,,,,,,1,2,889752,867445,04832
2,1,1,1,34,,,,,,,,,,,,,,,,,1,3,2422372,2257170,00209
2,1,1,1,34,,,,,,,,,,,,,,,,,1,4,2639857,2230109,02588
2,1,1,1,34,,,,,,,,,,,,,,,,,2,1,639415,517075,05663
2,1,1,1,34,,,,,,,,,,,,,,,,,2,4,1065574,961260,10044
2,1,1,1,34,,,,,,,,,,,,,,,,,2,4,1831306,1501806,05856
2,1,1,1,34,,,,,,,,,,,,,,,,,2,4,2464359,1636804,05855
2,1,1,1,34,,,,,,,,,,,,,,,,,2,4,2639807,1760945,09499
2,1,1,1,34,,,,,,,,,,,,,,,,,2,6,2496469,2407662,13039
2,1,1,1,35,,,,,,,,,,,,,,,,,1,2,1897987,1575802,01083
2,1,1,1,35,,,,,,,,,,,,,,,,,2,4,1907660,1653721,02371
2,1,1,1,35,,,,,,,,,,,,,,,,,6,4,2240732,2110732,01209
2,1,1,1,36,,,,,,,,,,,,,,,,,1,6,2828319,2448306,12114
2,1,1,1,36,,,,,,,,,,,,,,,,,1,8,1859793,1096783,04743
2,1,1,1,36,,,,,,,,,,,,,,,,,6,1,1536153,1489226,07213
2,1,1,1,36,,,,,,,,,,,,,,,,,6,2,749881,693847,02019
2,1,1,1,37,,,,,,,,,,,,,,,,,1,3,1047250,963810,05034
2,1,1,1,37,,,,,,,,,,,,,,,,,2,1,1912151,1912151,08020
2,1,1,1,37,,,,,,,,,,,,,,,,,2,5,2066629,863303,03607
2,1,1,1,37,,,,,,,,,,,,,,,,,2,5,4876994,1876994,10856
2,1,1,1,38,,,,,,,,,,,,,,,,,1,2,726421,687770,04078
2,1,1,1,38,,,,,,,,,,,,,,,,,1,7,1726499,1433899,02050
2,1,1,1,38,,,,,,,,,,,,,,,,,4,1,1186964,1062104,06379
2,1,1,1,39,,,,,,,,,,,,,,,,,1,4,1492000,1317400,05954
2,1,1,1,39,,,,,,,,,,,,,,,,,2,4,1906222,1606511,03328
2,1,1,1,39,,,,,,,,,,,,,,,,,3,3,1045734,830184,00558
2,1,1,1,39,,,,,,,,,,,,,,,,,4,3,1757928,1609701,05232
2,1,1,1,39,,,,,,,,,,,,,,,,,6,2,1036796,694509,12341
2,1,1,1,39,,,,,,,,,,,,,,,,,6,4,1869930,1574122,06989
2,1,1,1,40,,,,,,,,,,,,,,,,,1,1,1456643,1344335,00960
2,1,1,1,40,,,,,,,,,,,,,,,,,1,4,2718915,1946299,03258
2,1,1,1,40,,,,,,,,,,,,,,,,,1,5,2916405,2445982,09304
2,1,1,1,40,,,,,,,,,,,,,,,,,2,1,941025,941025,11430
2,1,1,1,40,,,,,,,,,,,,,,,,,2,4,1885849,1653279,05192
2,1,1,1,40,,,,,,,,,,,,,,,,,2,4,2746588,2498788,04210
2,1,1,1,41,,,,,,,,,,,,,,,,,1,1,1184264,1111924,04423
2,1,1,1,41,,,,,,,,,,,,,,,,,1,1,611542,586426,04339
2,1,1,1,41,,,,,,,,,,,,,,,,,1,2,1266632,1255594,09463
2,1,1,1,41,,,,,,,,,,,,,,,,,1,5,4149076,1718104,08736
2,1,1,1,41,,,,,,,,,,,,,,,,,2,2,1375109,1244321,00538
2,1,1,1,41,,,,,,,,,,,,,,,,,2,2,1574391,1303391,00845
2,1,1,1,41,,,,,,,,,,,,,,,,,2,2,5029140,3785651,04294
2,1,1,1,41,,,,,,,,,,,,,,,,,2,3,1315593,1111633,04405
2,1,1,1,41,,,,,,,,,,,,,,,,,2,4,1901721,1387224,09526
2,1,1,1,42,,,,,,,,,,,,,,,,,1,2,1031389,835030,00903
2,1,1,1,42,,,,,,,,,,,,,,,,,1,3,10468739,9880637,02883
2,1,1,1,42,,,,,,,,,,,,,,,,,1,3,2095686,1708548,00607
2,1,1,1,42,,,,,,,,,,,,,,,,,1,3,2155484,1840479,02590
2,1,1,1,42,,,,,,,,,,,,,,,,,1,3,2361162,2152159,05073
2,1,1,1,42,,,,,,,,,,,,,,,,,1,4,1044637,995167,04421
2,1,1,1,42,,,,,,,,,,,,,,,,,1,4,1799216,1729998,02713
2,1,1,1,42,,,,,,,,,,,,,,,,,4,2,2122454,2025189,00676
2,1,1,1,43,,,,,,,,,,,,,,,,,1,2,1613466,1068757,01813
2,1,1,1,43,,,,,,,,,,,,,,,,,1,4,3467111,1335898,09305
2,1,1,1,43,,,,,,,,,,,,,,,,,2,3,1675966,1580303,12259
2,1,1,1,44,,,,,,,,,,,,,,,,,1,2,3230810,1629098,01814
2,1,1,1,44,,,,,,,,,,,,,,,,,1,3,1514829,1474369,09467
2,1,1,1,44,,,,,,,,,,,,,,,,,1,3,1660977,1453845,01383
2,1,1,1,44,,,,,,,,,,,,,,,,,1,5,3212459,2088398,04076
2,1,1,1,44,,,,,,,,,,,,,,,,,2,3,2601214,1990306,08673
2,1,1,1,44,,,,,,,,,,,,,,,,,4,1,1252928,1252928,05295
2,1,1,1,45,,,,,,,,,,,,,,,,,1,1,1095214,897342,09555
2,1,1,1,45,,,,,,,,,,,,,,,,,1,1,1315186,1084143,10549
2,1,1,1,45,,,,,,,,,,,,,,,,,1,2,1241821,1213487,02329
2,1,1,1,45,,,,,,,,,,,,,,,,,1,2,1597300,1255700,10061
2,1,1,1,45,,,,,,,,,,,,,,,,,1,8,5642096,1509386,09263
2,1,1,1,46,,,,,,,,,,,,,,,,,1,2,1518172,1332922,07594
2,1,1,1,46,,,,,,,,,,,,,,,,,1,2,1835260,1314204,06508
2,1,1,1,47,,,,,,,,,,,,,,,,,1,1,1120690,1095396,03791
2,1,1,1,47,,,,,,,,,,,,,,,,,1,1,901452,901452,02395
2,1,1,1,47,,,,,,,,,,,,,,,,,1,4,2836870,1333245,08008
2,1,1,1,47,,,,,,,,,,,,,,,,,1,5,3269827,1703243,07692
2,1,1,1,47,,,,,,,,,,,,,,,,,1,6,3853493,1911897,07426
2,1,1,1,47,,,,,,,,,,,,,,,,,2,2,1155378,1133331,10031
2,1,1,1,48,,,,,,,,,,,,,,,,,1,1,932662,916047,04218
2,1,1,1,48,,,,,,,,,,,,,,,,,1,3,2084878,1651878,08514
2,1,1,1,48,,,,,,,,,,,,,,,,,1,4,3076767,1960074,04520
2,1,1,1,48,,,,,,,,,,,,,,,,,1,7,4498479,2517989,07614
2,1,1,1,48,,,,,,,,,,,,,,,,,2,4,1780103,1431203,04386
2,1,1,1,48,,,,,,,,,,,,,,,,,4,2,1442790,1192366,00453
2,1,1,1,49,,,,,,,,,,,,,,,,,1,1,1308134,1233800,13281
2,1,1,1,49,,,,,,,,,,,,,,,,,1,1,1500174,1399621,08127
2,1,1,1,49,,,,,,,,,,,,,,,,,1,1,456470,427252,10329
2,1,1,1,49,,,,,,,,,,,,,,,,,1,1,628493,609043,00807
2,1,1,1,49,,,,,,,,,,,,,,,,,1,1,734983,713463,09163
2,1,1,1,49,,,,,,,,,,,,,,,,,1,2,3697057,2817351,04220
2,1,1,1,49,,,,,,,,,,,,,,,,,1,3,1274448,1210875,03772
2,1,1,1,49,,,,,,,,,,,,,,,,,1,7,3169028,1921488,00610
2,1,1,1,49,,,,,,,,,,,,,,,,,2,4,1189780,771153,02692
2,1,1,1,49,,,,,,,,,,,,,,,,,2,4,2861188,1347984,05386
2,1,1,1,49,,,,,,,,,,,,,,,,,6,5,1726743,1264172,10582
2,1,1,1,50,,,,,,,,,,,,,,,,,1,2,676826,650810,01021
2,1,1,1,50,,,,,,,,,,,,,,,,,1,4,1435483,1182818,01644
2,1,1,1,50,,,,,,,,,,,,,,,,,1,4,2442090,1930377,10778
2,1,1,1,50,,,,,,,,,,,,,,,,,1,6,3092287,2514500,05973
2,1,1,1,50,,,,,,,,,,,,,,,,,2,1,1551346,991496,07052
2,1,1,1,50,,,,,,,,,,,,,,,,,6,2,1097550,900100,00181
2,1,1,1,51,,,,,,,,,,,,,,,,,1,1,1151932,711740,12904
2,1,1,1,51,,,,,,,,,,,,,,,,,1,1,1666221,1666221,00728
2,1,1,1,51,,,,,,,,,,,,,,,,,1,1,783485,694402,12640
2,1,1,1,51,,,,,,,,,,,,,,,,,1,2,1090570,1090570,01604
2,1,1,1,51,,,,,,,,,,,,,,,,,1,2,1440933,1400796,06323
2,1,1,1,51,,,,,,,,,,,,,,,,,1,2,2062983,1902661,12961
2,1,1,1,51,,,,,,,,,,,,,,,,,1,4,4023213,2585550,09436
2,1,1,1,51,,,,,,,,,,,,,,,,,1,6,2781484,2101598,09181
2,1,1,1,51,,,,,,,,,,,,,,,,,2,3,1198352,1022546,10574
2,1,1,1,51,,,,,,,,,,,,,,,,,2,7,1850059,684012,09762
2,1,1,1,52,,,,,,,,,,,,,,,,,1,1,1077377,1070543,10753
2,1,1,1,52,,,,,,,,,,,,,,,,,1,1,1302439,1248306,09651
2,1,1,1,52,,,,,,,,,,,,,,,,,1,1,1467996,942996,08729
2,1,1,1,52,,,,,,,,,,,,,,,,,1,2,1105710,1055710,00052
2,1,1,1,52,,,,,,,,,,,,,,,,,1,2,612408,569491,04731
2,1,1,1,52,,,,,,,,,,,,,,,,,1,3,1627381,1513928,02659
2,1,1,1,52,,,,,,,,,,,,,,,,,1,5,2297320,2122634,13455
2,1,1,1,52,,,,,,,,,,,,,,,,,1,6,3644691,3329691,11408
2,1,1,1,52,,,,,,,,,,,,,,,,,2,3,1632871,1344494,07539
2,1,1,1,52,,,,,,,,,,,,,,,,,2,6,2643056,2223228,04376
2,1,1,1,52,,,,,,,,,,,,,,,,,4,6,3548563,2453666,07592
2,1,1,1,52,,,,,,,,,,,,,,,,,4,8,11135463,2539453,12352
2,1,1,1,53,,,,,,,,,,,,,,,,,1,1,1007648,908481,10315
2,1,1,1,53,,,,,,,,,,,,,,,,,1,1,1766261,1736261,01756
2,1,1,1,53,,,,,,,,,,,,,,,,,1,1,699474,699474,08659
2,1,1,1,53,,,,,,,,,,,,,,,,,1,3,2560718,1767718,09792
2,1,1,1,53,,,,,,,,,,,,,,,,,1,4,1598284,1365594,08436
2,1,1,1,53,,,,,,,,,,,,,,,,,1,5,5383851,4428344,10827
2,1,1,1,53,,,,,,,,,,,,,,,,,2,3,1785432,1608732,03891
2,1,1,1,53,,,,,,,,,,,,,,,,,4,2,2496276,2318116,01508
2,1,1,1,54,,,,,,,,,,,,,,,,,1,1,2778779,2331464,06235
2,1,1,1,54,,,,,,,,,,,,,,,,,1,1,666826,646826,04610
2,1,1,1,54,,,,,,,,,,,,,,,,,1,2,2749609,1497246,11487
2,1,1,1,54,,,,,,,,,,,,,,,,,1,4,2014881,1694433,07615
2,1,1,1,54,,,,,,,,,,,,,,,,,1,4,2569857,1917242,01132
2,1,1,1,54,,,,,,,,,,,,,,,,,1,5,2061261,1419481,11113
2,1,1,1,54,,,,,,,,,,,,,,,,,1,8,2125276,1970521,09460
2,1,1,1,54,,,,,,,,,,,,,,,,,1,8,3253089,1985948,05038
2,1,1,1,54,,,,,,,,,,,,,,,,,2,3,1802601,1650134,04781
2,1,1,1,54,,,,,,,,,,,,,,,,,2,7,6988613,3087613,07517
2,1,1,1,54,,,,,,,,,,,,,,,,,4,4,2910973,2862973,10168
2,1,1,1,55,,,,,,,,,,,,,,,,,1,1,728572,576572,06639
2,1,1,1,55,,,,,,,,,,,,,,,,,1,1,741529,717779,09164
2,1,1,1,55,,,,,,,,,,,,,,,,,1,1,975210,837621,08355
2,1,1,1,55,,,,,,,,,,,,,,,,,1,2,1463321,1444637,11566
2,1,1,1,55,,,,,,,,,,,,,,,,,1,3,1330230,1053700,09943
2,1,1,1,55,,,,,,,,,,,,,,,,,1,3,1852405,1297405,05952
2,1,1,1,55,,,,,,,,,,,,,,,,,1,5,2747476,1529380,09550
2,1,1,1,55,,,,,,,,,,,,,,,,,2,2,1041128,877552,12771
2,1,1,1,55,,,,,,,,,,,,,,,,,2,2,1269269,1114892,03257
2,1,1,1,55,,,,,,,,,,,,,,,,,2,3,1110602,988712,07933
2,1,1,1,55,,,,,,,,,,,,,,,,,2,7,3806963,2652849,08762
2,1,1,1,55,,,,,,,,,,,,,,,,,3,1,1023942,840873,01844
2,1,1,1,55,,,,,,,,,,,,,,,,,3,1,1413817,1396137,13193
2,1,1,1,55,,,,,,,,,,,,,,,,,6,3,1939197,1785997,00825
2,1,1,1,56,,,,,,,,,,,,,,,,,1,2,1632734,1359026,00819
2,1,1,1,56,,,,,,,,,,,,,,,,,1,2,909210,889210,07112
2,1,1,1,56,,,,,,,,,,,,,,,,,1,3,1892444,1625679,02029
2,1,1,1,56,,,,,,,,,,,,,,,,,1,3,2149968,1860101,06224
2,1,1,1,56,,,,,,,,,,,,,,,,,1,4,1793619,1736786,12456
2,1,1,1,56,,,,,,,,,,,,,,,,,1,4,1833375,1559980,06357
2,1,1,1,56,,,,,,,,,,,,,,,,,1,4,2342336,1118601,11728
2,1,1,1,56,,,,,,,,,,,,,,,,,1,5,1542089,1360864,09838
2,1,1,1,56,,,,,,,,,,,,,,,,,1,7,6238602,6162102,04193
2,1,1,1,56,,,,,,,,,,,,,,,,,1,8,4177604,4070774,08255
2,1,1,1,56,,,,,,,,,,,,,,,,,2,2,857500,857500,00758
2,1,1,1,56,,,,,,,,,,,,,,,,,2,6,3153473,1875431,10486
2,1,1,1,56,,,,,,,,,,,,,,,,,2,6,4790588,3958824,01979
2,1,1,1,56,,,,,,,,,,,,,,,,,3,3,1755456,1486506,03543
2,1,1,1,57,,,,,,,,,,,,,,,,,1,2,1336937,1336104,05107
2,1,1,1,57,,,,,,,,,,,,,,,,,1,2,1539492,1419492,01601
2,1,1,1,57,,,,,,,,,,,,,,,,,1,2,947270,936170,12950
2,1,1,1,57,,,,,,,,,,,,,,,,,1,3,2289373,1179296,04734
2,1,1,1,57,,,,,,,,,,,,,,,,,2,2,1530631,1265631,02487
2,1,1,1,57,,,,,,,,,,,,,,,,,2,4,2165761,1929928,07970
2,1,1,1,57,,,,,,,,,,,,,,,,,3,1,685050,636346,09542
2,1,1,1,57,,,,,,,,,,,,,,,,,4,1,919865,847906,05229
2,1,1,1,57,,,,,,,,,,,,,,,,,5,3,2386721,1885046,04124
2,1,1,1,57,,,,,,,,,,,,,,,,,6,8,7877299,4527299,13253
2,1,1,1,58,,,,,,,,,,,,,,,,,1,2,1107620,921487,06134
2,1,1,1,58,,,,,,,,,,,,,,,,,1,2,1172884,1172884,02470
2,1,1,1,58,,,,,,,,,,,,,,,,,1,2,717316,717316,08518
2,1,1,1,58,,,,,,,,,,,,,,,,,1,3,2156372,1439047,01381
2,1,1,1,58,,,,,,,,,,,,,,,,,1,3,2645157,1940830,08405
2,1,1,1,58,,,,,,,,,,,,,,,,,1,4,1974731,1733590,12794
2,1,1,1,58,,,,,,,,,,,,,,,,,1,4,3411623,1762590,09338
2,1,1,1,58,,,,,,,,,,,,,,,,,1,6,2930206,2465062,11804
2,1,1,1,58,,,,,,,,,,,,,,,,,1,7,4243985,1821645,10519
2,1,1,1,58,,,,,,,,,,,,,,,,,2,3,1102969,1066709,10232
2,1,1,1,58,,,,,,,,,,,,,,,,,2,4,3282585,3282585,07541
2,1,1,1,58,,,,,,,,,,,,,,,,,2,5,1757090,1568160,10689
2,1,1,1,58,,,,,,,,,,,,,,,,,4,2,2426303,2346303,00460
2,1,1,1,59,,,,,,,,,,,,,,,,,1,1,1121525,1109525,01028
2,1,1,1,59,,,,,,,,,,,,,,,,,1,1,1616520,1509970,05069
2,1,1,1,59,,,,,,,,,,,,,,,,,1,1,2535489,2321489,12400
2,1,1,1,59,,,,,,,,,,,,,,,,,1,1,744379,617627,08463
2,1,1,1,59,,,,,,,,,,,,,,,,,1,1,889109,789109,12512
2,1,1,1,59,,,,,,,,,,,,,,,,,1,2,1008740,930990,04803
2,1,1,1,59,,,,,,,,,,,,,,,,,1,2,1180586,1180586,01380
2,1,1,1,59,,,,,,,,,,,,,,,,,1,4,1718536,1476299,12694
2,1,1,1,59,,,,,,,,,,,,,,,,,1,4,2512799,1915990,04806
2,1,1,1,59,,,,,,,,,,,,,,,,,1,6,4464634,2480751,09262
2,1,1,1,59,,,,,,,,,,,,,,,,,1,8,3672575,1720175,05342
2,1,1,1,59,,,,,,,,,,,,,,,,,2,1,2022847,1396167,09401
2,1,1,1,59,,,,,,,,,,,,,,,,,2,6,1640139,1065599,08682
2,1,1,1,59,,,,,,,,,,,,,,,,,2,6,3877499,2262886,00565
2,1,1,1,59,,,,,,,,,,,,,,,,,2,8,4858036,1896721,12276
2,1,1,1,59,,,,,,,,,,,,,,,,,4,1,1088586,869117,03111
2,1,1,1,59,,,,,,,,,,,,,,,,,4,2,736526,731026,01898
2,1,1,1,59,,,,,,,,,,,,,,,,,5,1,1407150,1017680,12975
2,1,1,1,60,,,,,,,,,,,,,,,,,1,1,1417338,1393800,08131
2,1,1,1,60,,,,,,,,,,,,,,,,,1,1,836463,836463,10548
2,1,1,1,60,,,,,,,,,,,,,,,,,1,2,1021443,1019810,01460
2,1,1,1,60,,,,,,,,,,,,,,,,,1,2,1031806,876356,06021
2,1,1,1,60,,,,,,,,,,,,,,,,,1,3,839187,655865,12939
2,1,1,1,60,,,,,,,,,,,,,,,,,1,4,1075221,825421,12491
2,1,1,1,60,,,,,,,,,,,,,,,,,1,5,1647656,1241403,11423
2,1,1,1,60,,,,,,,,,,,,,,,,,2,1,1105855,1026821,11575
2,1,1,1,60,,,,,,,,,,,,,,,,,2,1,1152536,1152536,11620
2,1,1,1,60,,,,,,,,,,,,,,,,,2,2,1641968,1624468,02346
2,1,1,1,60,,,,,,,,,,,,,,,,,2,2,1674305,1311305,08022
2,1,1,1,60,,,,,,,,,,,,,,,,,2,2,1679179,1679179,12147
2,1,1,1,60,,,,,,,,,,,,,,,,,2,3,1383390,1197414,07058
2,1,1,1,60,,,,,,,,,,,,,,,,,4,2,1048288,937813,03110
2,1,1,1,60,,,,,,,,,,,,,,,,,4,3,1442418,992356,01491
2,1,1,1,61,,,,,,,,,,,,,,,,,1,1,1050079,988751,11011
2,1,1,1,61,,,,,,,,,,,,,,,,,1,1,1127637,1014390,08898
2,1,1,1,61,,,,,,,,,,,,,,,,,1,1,906945,886945,09863
2,1,1,1,61,,,,,,,,,,,,,,,,,1,1,979061,688315,13000
2,1,1,1,61,,,,,,,,,,,,,,,,,1,2,1001370,976370,04500
2,1,1,1,61,,,,,,,,,,,,,,,,,1,2,1257633,1068623,13279
2,1,1,1,61,,,,,,,,,,,,,,,,,1,2,1427652,1394319,05504
2,1,1,1,61,,,,,,,,,,,,,,,,,1,2,1433471,1332326,10312
2,1,1,1,61,,,,,,,,,,,,,,,,,1,2,1649254,1430399,10950
2,1,1,1,61,,,,,,,,,,,,,,,,,1,2,802998,787998,01507
2,1,1,1,61,,,,,,,,,,,,,,,,,1,3,1192507,930217,05982
2,1,1,1,61,,,,,,,,,,,,,,,,,1,3,1475821,1280309,00324
2,1,1,1,61,,,,,,,,,,,,,,,,,1,3,1864627,1730737,07422
2,1,1,1,61,,,,,,,,,,,,,,,,,1,3,844777,761597,04109
2,1,1,1,61,,,,,,,,,,,,,,,,,1,4,2074149,984759,06642
2,1,1,1,61,,,,,,,,,,,,,,,,,1,5,771679,614022,11897
2,1,1,1,61,,,,,,,,,,,,,,,,,2,1,3797925,3315402,12522
2,1,1,1,61,,,,,,,,,,,,,,,,,2,1,755238,698641,06348
2,1,1,1,61,,,,,,,,,,,,,,,,,2,1,833612,801332,05480
2,1,1,1,61,,,,,,,,,,,,,,,,,2,3,3586707,2708165,12251
2,1,1,1,61,,,,,,,,,,,,,,,,,2,4,2239546,1813865,06278
2,1,1,1,61,,,,,,,,,,,,,,,,,2,5,2550335,1722742,02348
2,1,1,1,61,,,,,,,,,,,,,,,,,2,6,1990004,1576162,08592
2,1,1,1,61,,,,,,,,,,,,,,,,,3,8,3838710,1908478,10883
2,1,1,1,61,,,,,,,,,,,,,,,,,3,8,8274599,5454852,00721
2,1,1,1,61,,,,,,,,,,,,,,,,,4,2,1016815,1016815,00358
2,1,1,1,62,,,,,,,,,,,,,,,,,1,1,1268658,1230325,11754
2,1,1,1,62,,,,,,,,,,,,,,,,,1,1,2093831,1721148,11724
2,1,1,1,62,,,,,,,,,,,,,,,,,1,2,1033299,1014132,01527
2,1,1,1,62,,,,,,,,,,,,,,,,,1,2,1259400,1256067,09605
2,1,1,1,62,,,,,,,,,,,,,,,,,1,2,1504524,1004164,00252
2,1,1,1,62,,,,,,,,,,,,,,,,,1,2,3661606,3148071,08130
2,1,1,1,62,,,,,,,,,,,,,,,,,1,2,817844,817844,02893
2,1,1,1,62,,,,,,,,,,,,,,,,,1,2,994059,994059,03277
2,1,1,1,62,,,,,,,,,,,,,,,,,1,3,1815666,1001648,02058
2,1,1,1,62,,,,,,,,,,,,,,,,,1,3,2543998,2543998,09076
2,1,1,1,62,,,,,,,,,,,,,,,,,1,4,1187394,1159394,01385
2,1,1,1,62,,,,,,,,,,,,,,,,,1,4,2235435,1764010,09442
2,1,1,1,62,,,,,,,,,,,,,,,,,1,5,4461404,1586334,06252
2,1,1,1,62,,,,,,,,,,,,,,,,,1,5,4671434,4542533,12977
2,1,1,1,62,,,,,,,,,,,,,,,,,2,1,1592635,1462635,08344
