id,성별,연령대,가구원수,소득구간
5837,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
3452,남성,60대,2인가구,중간소득(월 300~700만원 미만)
21664,여성,50대,3인가구 이상,고소득(월 700만원 이상)
6117,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
20347,여성,70대 이상,2인가구,저소득(월 300만원 미만)
16335,여성,40대,3인가구 이상,고소득(월 700만원 이상)
6192,여성,40대,3인가구 이상,고소득(월 700만원 이상)
7249,남성,50대,3인가구 이상,고소득(월 700만원 이상)
22100,여성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
8090,남성,60대,1인가구,저소득(월 300만원 미만)
11015,남성,70대 이상,2인가구,저소득(월 300만원 미만)
17530,여성,30대,3인가구 이상,고소득(월 700만원 이상)
17749,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
3523,남성,60대,2인가구,중간소득(월 300~700만원 미만)
13073,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
20680,남성,30대,2인가구,중간소득(월 300~700만원 미만)
22554,여성,50대,3인가구 이상,고소득(월 700만원 이상)
3442,남성,60대,2인가구,고소득(월 700만원 이상)
1816,여성,50대,1인가구,고소득(월 700만원 이상)
25607,남성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
12542,남성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
4670,여성,50대,2인가구,중간소득(월 300~700만원 미만)
25605,남성,20대,3인가구 이상,저소득(월 300만원 미만)
6988,남성,40대,3인가구 이상,고소득(월 700만원 이상)
222,남성,20대,1인가구,중간소득(월 300~700만원 미만)
8975,여성,60대,1인가구,저소득(월 300만원 미만)
7843,남성,30대,1인가구,중간소득(월 300~700만원 미만)
8231,남성,60대,1인가구,저소득(월 300만원 미만)
17939,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
20622,여성,70대 이상,2인가구,저소득(월 300만원 미만)
18646,여성,50대,3인가구 이상,고소득(월 700만원 이상)
18065,여성,40대,3인가구 이상,고소득(월 700만원 이상)
12692,남성,60대,3인가구 이상,저소득(월 300만원 미만)
23939,남성,20대,3인가구 이상,고소득(월 700만원 이상)
16918,여성,60대,3인가구 이상,고소득(월 700만원 이상)
19634,여성,60대,2인가구,저소득(월 300만원 미만)
3730,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
8307,남성,70대 이상,1인가구,저소득(월 300만원 미만)
25612,여성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
7068,남성,50대,3인가구 이상,고소득(월 700만원 이상)
14686,여성,60대,2인가구,중간소득(월 300~700만원 미만)
2400,여성,70대 이상,1인가구,저소득(월 300만원 미만)
10973,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
5301,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
16644,여성,40대,3인가구 이상,고소득(월 700만원 이상)
24041,여성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
1839,여성,50대,1인가구,고소득(월 700만원 이상)
12659,남성,60대,3인가구 이상,저소득(월 300만원 미만)
20475,여성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
6234,여성,50대,3인가구 이상,고소득(월 700만원 이상)
7231,남성,50대,3인가구 이상,고소득(월 700만원 이상)
13421,남성,50대,3인가구 이상,고소득(월 700만원 이상)
9944,남성,60대,2인가구,중간소득(월 300~700만원 미만)
5828,남성,50대,3인가구 이상,고소득(월 700만원 이상)
23679,여성,30대,3인가구 이상,고소득(월 700만원 이상)
22274,여성,40대,3인가구 이상,고소득(월 700만원 이상)
7511,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
12208,남성,30대,3인가구 이상,고소득(월 700만원 이상)
17816,여성,30대,3인가구 이상,고소득(월 700만원 이상)
13746,여성,30대,2인가구,저소득(월 300만원 미만)
15977,여성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
11468,남성,70대 이상,2인가구,저소득(월 300만원 미만)
6096,여성,30대,3인가구 이상,고소득(월 700만원 이상)
9480,여성,70대 이상,1인가구,저소득(월 300만원 미만)
18328,여성,50대,3인가구 이상,고소득(월 700만원 이상)
17042,여성,60대,3인가구 이상,저소득(월 300만원 미만)
9660,남성,30대,2인가구,고소득(월 700만원 이상)
5252,남성,40대,3인가구 이상,고소득(월 700만원 이상)
3857,남성,70대 이상,2인가구,저소득(월 300만원 미만)
19961,여성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
13224,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
6761,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
28401,남성,20대,3인가구 이상,고소득(월 700만원 이상)
3365,남성,60대,2인가구,중간소득(월 300~700만원 미만)
20945,여성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
20627,여성,70대 이상,2인가구,저소득(월 300만원 미만)
2641,남성,30대,2인가구,중간소득(월 300~700만원 미만)
3096,남성,50대,2인가구,고소득(월 700만원 이상)
9250,여성,70대 이상,1인가구,저소득(월 300만원 미만)
20986,남성,40대,2인가구,저소득(월 300만원 미만)
16212,여성,30대,3인가구 이상,고소득(월 700만원 이상)
823,남성,50대,1인가구,중간소득(월 300~700만원 미만)
16594,여성,40대,3인가구 이상,고소득(월 700만원 이상)
19021,여성,60대,2인가구,고소득(월 700만원 이상)
15255,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
7738,남성,20대,1인가구,저소득(월 300만원 미만)
581,남성,40대,1인가구,저소득(월 300만원 미만)
14559,여성,60대,2인가구,중간소득(월 300~700만원 미만)
22232,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
2472,남성,30대,2인가구,고소득(월 700만원 이상)
5863,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
12819,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
16883,여성,50대,3인가구 이상,고소득(월 700만원 이상)
7665,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
22831,여성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
7046,남성,40대,3인가구 이상,고소득(월 700만원 이상)
16694,여성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
18087,여성,40대,3인가구 이상,고소득(월 700만원 이상)
11317,남성,70대 이상,2인가구,저소득(월 300만원 미만)
10888,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
11706,여성,60대,2인가구,저소득(월 300만원 미만)
11052,남성,70대 이상,2인가구,저소득(월 300만원 미만)
1187,여성,20대,1인가구,중간소득(월 300~700만원 미만)
21581,여성,50대,3인가구 이상,저소득(월 300만원 미만)
1162,여성,20대,1인가구,저소득(월 300만원 미만)
12714,남성,70대 이상,3인가구 이상,고소득(월 700만원 이상)
